"Location";"Source"
"188155806-0-2827";"Defeat Lady Thorn after completing both bat swarm phases where each player used the Blood Scavenger synergy at least once per phase in Veteran Castle Thorn."
"188155806-0-2828";"Defeat Lady Thorn after raising the challenge banner without killing the Blood Guardian in Veteran Castle Thorn."
"188155806-0-2829";"Defeat 200 True-Sworn Soldiers in Veteran Black Drake Villa."
"188155806-0-2830";"Defeat 65 Blazing Salamanders, Flame Hounds, and Fire Behemoths in Veteran Black Drake Villa."
"188155806-0-2831";"Defeat Kinras Ironeye, Captain Geminus, and Pyroturge Encratis in Black Drake Villa."
"188155806-0-2832";"Defeat Kinras Ironeye, Captain Geminus, and Pyroturge Encratis in Veteran Black Drake Villa."
"188155806-0-2833";"Defeat Pyroturge Encratis after raising the challenge banner in Veteran Black Drake Villa."
"188155806-0-2834";"Defeat all encounters in addition to Kinras Ironeye, Captain Geminus, and Pyroturge Encratis within 25 minutes of entering Veteran Black Drake Villa. Your timer starts when you engage the first group of enemies."
"188155806-0-2835";"Defeat all encounters in addition to Kinras Ironeye, Captain Geminus, and Pyroturge Encratis in Veteran Black Drake Villa without suffering a group member death."
"188155806-0-2836";"Enter either Black Drake Villa or the Cauldron for the first time."
"188155806-0-2837";"Complete the listed achievements for Veteran Black Drake Villa."
"188155806-0-2838";"Defeat all encounters in addition to Kinras Ironeye, Captain Geminus, Pyroturge Encratis after raising the challenge banner for each in Veteran Black Drake Villa within 25 minutes without suffering a group member death."
"188155806-0-2839";"Defeat 200 Cultists in Veteran Cauldron."
"188155806-0-2840";"Defeat 30 Watchers in Veteran Cauldron."
"188155806-0-2841";"Defeat Oxblood the Depraved, Taskmaster Viccia, the Molten Guardian; free Lyranth; and defeat Baron Zaudrus in the Cauldron."
"188155806-0-2842";"Defeat Oxblood the Depraved, Taskmaster Viccia, the Molten Guardian; free Lyranth; and defeat Baron Zaudrus in Veteran Cauldron."
"188155806-0-2843";"Defeat Baron Zaudrus after raising the challenge banner in Veteran Cauldron."
"188155806-0-2844";"Defeat all encounters in addition to Oxblood the Depraved, Taskmaster Viccia, the Molten Guardian; free Lyranth; and defeat Baron Zaudrus within 35 minutes of entering Veteran Cauldron. Your timer starts when you engage the first group of enemies."
"188155806-0-2845";"Defeat all encounters in addition to Oxblood the Depraved, Taskmaster Viccia, the Molten Guardian; free Lyranth; and defeat Baron Zaudrus in Veteran Cauldron without suffering a group member death."
"188155806-0-2846";"Complete the listed achievements for Veteran Cauldron."
"188155806-0-2847";"Defeat all encounters in addition to Oxblood the Depraved, Taskmaster Viccia, the Molten Guardian; free Lyranth; and defeat Baron Zaudrus after raising the challenge banner in Veteran Cauldron within 35 minutes without suffering a group member death."
"188155806-0-2848";"Complete both Black Drake Villa and the Cauldron in Veteran."
"188155806-0-2849";"Learn every chapter in the Thorn Legion style book, occasionally found as rewards for completing the Castle Thorn Dungeon."
"188155806-0-2850";"Learn every chapter in the Hazardous Alchemy style book, occasionally found as rewards for completing the Stone Garden Dungeon."
"188155806-0-2851";"Make an offering at each of the four ritual stones in the Reach."
"188155806-0-2852";"Explore and clear Gloomreach."
"188155806-0-2853";"Explore and clear Briar Rock Ruins."
"188155806-0-2854";"Discover and clear all caves and striking locales in the Reach."
"188155806-0-2855";"Discover and clear both explorable delves in the Reach."
"188155806-0-2856";"Discover all of the striking locales in the Reach and Blackreach: Arkthzand Cavern."
"188155806-0-2857";"Discover all 6 Skyshards in the Reach and Blackreach: Arkthzand Cavern."
"188155806-0-2858";"Defeat both world bosses in the Reach."
"188155806-0-2859";"Defeat Voidmother Elgroalif at Four Skull Lookout."
"188155806-0-2860";"Defeat the Dwarven Dynastor Supreme at Sentinel Point."
"188155806-0-2861";"Catch all 12 rare fish in the Reach and Blackreach: Arkthzand Cavern."
"188155806-0-2862";"Complete both Castle Thorn and Stone Garden in Normal."
"188155806-0-2864";"Complete both Black Drake Villa and the Cauldron in Normal."
"188155806-0-2865";"Help Gwendis uncover the secret origin of the Gray Host."
"188155806-0-2879";"Defeat Kinras Ironeye after raising the challenge banner in Veteran Black Drake Villa."
"188155806-0-2880";"Defeat Captain Geminus after raising the challenge banner in Veteran Black Drake Villa."
"188155806-0-2881";"Defeat Kinras Ironeye before any Blazing Salamanders can cast Fiery Favor onto him in Black Drake VIlla."
"188155806-0-2882";"Defeat Captain Geminus without any group member being struck by a Seismic Tremor during the fight in Veteran Black Drake Villa."
"188155806-0-2883";"Defeat Pyroturge Encratis after killing at least ten Grotto Salamanders during the fight in Veteran Black Drake Villa."
"188155806-0-2884";"Use a geyser to launch yourself into the eye of Pyroturge Encratis's Firestorm 5 times in Black Drake Villa."
"188155806-0-2885";"Defeat Oxblood the Depraved without killing any of the Gore Globs during the fight in Veteran Cauldron. Oxblood must not use Deviant Consumption to consume one of the Gore Globs."
"188155806-0-2886";"Defeat Taskmaster Viccia without anyone in your group triggering a single trap in Veteran Cauldron."
"188155806-0-2887";"During the fight against the Molten Guardian, allow 20 ticks of Magmatic Eruption to fire consecutively without interruption in Veteran Cauldron."
"188155806-0-2888";"Free Lyranth after using three or less Daedric Catalyst Fluids in Veteran Cauldron."
"188155806-0-2889";"Destroy 100 Molten Pillars using Lyranth's Cold-Flame Infusion synergy as a group in the Cauldron."
"188155806-0-2890";"Defeat Baron Zaudrus without suffering a group member death via Ash Vent Disintegration in Veteran Cauldron."
"188155806-0-2903";"Learn every chapter in the Ancestral Akaviri style book, obtained by following antiquity leads that are occasionally found by opening treasure map chests."
"188155806-0-2904";"Learn every chapter in the Ancestral Breton style book, obtained by following antiquity leads that are occasionally found by opening treasure map chests."
"188155806-0-2905";"Learn every chapter in the Ancestral Reach style book, obtained by following antiquity leads that are occasionally found by opening treasure map chests."
"188155806-0-2906";"Speak to Verandis in Blackreach after completing Second Chances."
"188155806-0-2907";"Defeat all challengers in Vateshran Hollows."
"188155806-0-2908";"Defeat all challengers in Veteran Vateshran Hollows."
"188155806-0-2909";"Complete Veteran Vateshran Hollows in a single attempt without dying or leaving the arena."
"188155806-0-2910";"Complete Veteran Vateshran Hollows within 45 minutes. The timer starts when entering any wing for the first time."
"188155806-0-2911";"Complete Veteran Vateshran Hollows without using Sigils during combat."
"188155806-0-2912";"Complete Veteran Vateshran Hollows within 45 minutes without using a single Sigil and without dying. The timer starts when entering any wing for the first time."
"188155806-0-2913";"Complete the listed achievements for Vateshran Hollows."
"188155806-0-2914";"Defeat Zakuryn the Sculptor and the Flesh Abomination after destroying 5 or more Banekin with a single blow from the Flesh Abomination's Pulverize three times in Veteran Vateshran Hollows."
"188155806-0-2915";"Destroy 5 Watchers within a single Wounding Portal during the Iozuzzunth battle in Veteran Vateshran Hollows."
"188155806-0-2916";"Retrieve a stolen ""Blessing of the Grove"" buff from a Blessed Spriggan 20 times in Vateshran Hollows."
"188155806-0-2917";"Avoid Rahdgarak's blockable Clobber attack by grappling away from it in Veteran Vateshran Hollows."
"188155806-0-2918";"Defeat the Magma Queen while never sealing a dormant volcano in Veteran Vateshran Hollows."
"188155806-0-2919";"Absorb 20 pyres ignited by the Pyrelord in Veteran Vateshran Hollows."
"188155806-0-2920";"Defeat Maebroogha the Void Lich after only destroying Void Trap Shades while they are being detonated."
"188155806-0-2921";"Using any Brimstone Orb, travel ten kilometers through lava."
"188155806-0-2922";"Spend 10 minutes affected by the Wounding Portal."
"188155806-0-2923";"Grapple 500 times."
"188155806-0-2924";"Locate the three missing Essences throughout Vateshran Hollows and collect every Remnant of each type."
"188155806-0-2925";"Locate and defeat all of the hidden challengers in Vateshran Hollows."
"188155806-0-2926";"Learn every chapter in the Nighthollow style book, acquired by completing harrowstorm daily jobs in the Reach."
"188155806-0-2927";"Leap from the highest point in the Lost Valley Redoubt."
"188155806-0-2928";"Kill 100 Gray Host enemies in the Reach."
"188155806-0-2929";"Steal the Luxurious Safebox from Vlindrel Hall."
"188155806-0-2930";"Complete ""The Despot of Markarth"" quest in the Reach."
"188155806-0-2931";"Complete the ""Blood of the Reach"" quest in the Reach."
"188155806-0-2932";"Complete ""The Study of Souls"" quest in the Reach."
"188155806-0-2933";"Complete ""The Awakening Darkness"" quest in the Reach."
"188155806-0-2934";"Complete ""The Dark Heart"" quest in the Reach."
"188155806-0-2935";"Complete the ""A Feast of Souls"" quest in the Reach."
"188155806-0-2936";"Complete the ""Kingdom of Ash"" quest in the Reach."
"188155806-0-2937";"Complete the ""End of Eternity"" quest in the Reach."
"188155806-0-2938";"Learn every chapter in the Arkthzand Armory style book, acquired by completing delve and world boss daily jobs in the Reach."
"188155806-0-2939";"Complete the ""Second Chances"" quest in the Reach."
"188155806-0-2941";"Complete quests, defeat bosses, and explore delves to become the Savior of the Reach."
"188155806-0-2942";"Enter the Reach for the first time."
"188155806-0-2943";"Complete the ""By Love Betrayed"" quest in the Reach."
"188155806-0-2944";"Complete the ""After the Storm"" quest in the Reach."
"188155806-0-2945";"Complete 1 daily job for Bralthahawn of the Arenthian diplomats."
"188155806-0-2946";"Complete 10 daily jobs for Bralthahawn of the Arenthian diplomats."
"188155806-0-2947";"Complete 30 daily jobs for Bralthahawn of the Arenthian diplomats."
"188155806-0-2948";"Complete 1 world boss daily job for Gwenyfe in Markarth within the Reach zone."
"188155806-0-2949";"Complete 10 world boss daily jobs for Gwenyfe in Markarth within the Reach zone."
"188155806-0-2950";"Complete 30 world boss daily jobs for Gwenyfe in Markarth within the Reach zone."
"188155806-0-2951";"Complete 1 harrowstorm daily job from Nelldena in the Reach."
"188155806-0-2952";"Complete 10 harrowstorm daily jobs from Nelldena in the Reach."
"188155806-0-2953";"Complete 30 harrowstorm daily jobs from Nelldena in the Reach."
"188155806-0-2954";"Complete 1 Wayward Guardian daily job from Ardanir in the Reach."
"188155806-0-2955";"Complete 30 Wayward Guardian daily jobs from Ardanir in the Reach."
"188155806-0-2956";"Complete 10 Wayward Guardian daily jobs from Ardanir in the Reach."
"188155806-0-2957";"Complete 12 unique quests in the Reach and Blackreach: Arkthzand Cavern."
"188155806-0-2958";"Disrupt the harrowstorm at each ritual location in the Reach."
"188155806-0-2959";"Learn every chapter in the House Hexos style book, found through delve daily Quests in the Deadlands."
"188155806-0-2960";"Complete the listed achievements for Vateshran Hollows."
"188155806-0-2964";"Help Melina Cassel build confidence by encouraging her to persevere through her struggles."
"188155806-0-2965";"Explore and clear Undertow Cavern."
"188155806-0-2966";"Explore and clear Xi-Tsei."
"188155806-0-2967";"Explore and clear Doomvault Porcixid."
"188155806-0-2968";"Explore and clear Arpenia."
"188155806-0-2969";"Explore and clear Bloodrun Cave."
"188155806-0-2970";"Explore and clear the ruins of Vunalk."
"188155806-0-2971";"Explore and clear all six explorable caves in Blackwood."
"188155806-0-2972";"Discover all the striking locales in Blackwood."
"188155806-0-2973";"Discover and clear all caves and striking locales in Blackwood."
"188155806-0-2974";"Defeat the Minotaurs Bhrum and Koska near Fort Blueblood."
"188155806-0-2975";"Kill the Goblin War Chief Zathmoz at the Toad-Tongue War Camp."
"188155806-0-2976";"Defeat the Sul-Xan Ritualists at Sul-Xan Ritual Site."
"188155806-0-2977";"Defeat the death hopper, Old Deathwart, at Old Deathwart's Pond."
"188155806-0-2978";"Defeat Ghemvas the Harbinger at the Shattered Xanmeer."
"188155806-0-2979";"Defeat the Argonian Behemoth Xeemhok the Trophy-Taker at Xeemhok's Lagoon."
"188155806-0-2980";"Defeat all six world bosses in Blackwood."
"188155806-0-2981";"Catch all 12 rare fish in Blackwood."
"188155806-0-2982";"Discover all 18 Skyshards in the Blackwood."
"188155806-0-2984";"Learn every chapter in the True-Sworn style book, found by defeating bosses in Black Drake Villa."
"188155806-0-2985";"Defeat Oaxiltso, Flame-Herald Bahsei, and Xalvakka in Rockgrove."
"188155806-0-2986";"Defeat all encounters in addition to Oaxiltso, Flame-Herald Bahsei, and Xalvakka within 30 minutes of entering Veteran Rockgrove. Your timer starts when you engage the first group of enemies. Defeating Bask-In-Snakes and the injured Sul-Xan Militants is not required for completion."
"188155806-0-2987";"Defeat Oaxiltso, Flame-Herald Bahsei, and Xalvakka in Veteran Rockgrove."
"188155806-0-2988";"Defeat all encounters in addition to Oaxiltso, Flame-Herald Bahsei, and Xalvakka in Veteran Rockgrove without suffering a group member death. Defeating Bask-In-Snakes and the injured Sul-Xan Militants is not required for completion."
